               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.039045,            0.011434,             0.01214,             0.75812,             0.89721,             0.88477,             0.33113,            0.030311,           0.0063442,           0.0053149,           0.0039108,           0.0039108,            0.056011
                 160,            0.050644,            0.010813,            0.012987,             0.87813,               0.975,              0.9255,             0.58889,            0.018902,           0.0063276,           0.0052867,           0.0039251,           0.0039251,            0.055725
                 161,            0.043201,            0.012245,            0.010479,             0.97925,               0.975,             0.99388,             0.72155,            0.020345,           0.0062022,           0.0052773,           0.0039392,           0.0039392,            0.055439
                 162,            0.039762,            0.010337,           0.0073936,             0.99406,             0.99992,             0.99507,             0.61134,            0.019423,            0.006063,           0.0053728,           0.0039531,           0.0039531,            0.055153
                 163,            0.041815,            0.011513,            0.012286,             0.85558,              0.9254,             0.92988,             0.54873,              0.0249,           0.0060354,           0.0058277,           0.0039669,           0.0039669,            0.054867
                 164,            0.036984,            0.010793,           0.0096718,             0.98706,                   1,             0.99507,              0.5938,            0.016694,           0.0059634,           0.0064671,           0.0039805,           0.0039805,            0.054581
                 165,            0.042031,            0.012135,           0.0085239,               0.757,              0.9237,              0.9029,             0.66594,            0.022373,           0.0058689,           0.0060052,            0.003994,            0.003994,            0.054294
                 166,            0.036759,           0.0099689,           0.0091113,             0.88336,                   1,             0.98416,             0.68127,            0.021825,           0.0058819,           0.0058771,           0.0040072,           0.0040072,            0.054007
                 167,             0.04163,            0.010837,           0.0082827,             0.57377,               0.875,             0.70578,             0.13074,             0.03463,           0.0058963,           0.0070721,           0.0040203,           0.0040203,             0.05372
                 168,            0.060631,           0.0096572,            0.011988,             0.63696,             0.93627,             0.83876,             0.27312,            0.030296,           0.0061625,           0.0061344,           0.0040333,           0.0040333,            0.053433
                 169,            0.053688,           0.0097944,           0.0096943,             0.92005,             0.97202,             0.96921,             0.56073,            0.019976,            0.006805,           0.0061604,            0.004046,            0.004046,            0.053146
                 170,            0.038505,            0.014272,           0.0084471,             0.76357,                   1,              0.9458,             0.50967,            0.022633,           0.0065108,           0.0056655,           0.0040586,           0.0040586,            0.052859
                 171,            0.048075,             0.01267,            0.011047,              0.8026,             0.84918,             0.92357,              0.6459,            0.021692,           0.0066036,           0.0055402,           0.0040711,           0.0040711,            0.052571
                 172,            0.040552,           0.0099349,            0.010192,             0.97925,             0.99937,             0.99504,             0.74214,            0.018716,           0.0064396,           0.0054421,           0.0040833,           0.0040833,            0.052283
                 173,            0.041115,            0.013493,           0.0092269,             0.78688,             0.99528,             0.93974,             0.71962,            0.020782,           0.0061869,           0.0052147,           0.0040954,           0.0040954,            0.051995
                 174,            0.041599,            0.010729,            0.011758,             0.95014,             0.99941,             0.99505,             0.48939,            0.021977,           0.0061431,           0.0051968,           0.0041073,           0.0041073,            0.051707
                 175,            0.043255,            0.010003,           0.0077722,             0.71875,             0.93385,             0.82155,             0.46096,            0.027655,           0.0059078,           0.0047811,            0.004119,            0.004119,            0.051419
                 176,            0.054293,            0.012224,           0.0084636,             0.90559,                   1,             0.97914,             0.49114,            0.027882,           0.0060457,           0.0045805,           0.0041306,           0.0041306,            0.051131
                 177,            0.055715,            0.011674,            0.010551,              0.7183,               0.725,             0.81394,             0.37454,            0.026142,              0.0061,           0.0046504,            0.004142,            0.004142,            0.050842
                 178,            0.050248,            0.011547,           0.0083144,             0.78036,             0.99924,             0.90028,             0.57654,            0.021615,           0.0061393,           0.0047478,           0.0041532,           0.0041532,            0.050553
                 179,            0.040413,           0.0099763,            0.013331,             0.99674,                   1,             0.99505,             0.72675,              0.0218,           0.0058718,           0.0046657,           0.0041642,           0.0041642,            0.050264
                 180,            0.039782,            0.012398,           0.0093288,             0.70125,             0.91655,             0.84762,             0.39456,            0.028284,           0.0060597,           0.0045982,           0.0041751,           0.0041751,            0.049975
                 181,            0.046072,            0.010446,            0.010937,             0.83294,             0.98582,             0.99386,             0.44113,            0.028332,           0.0062073,           0.0045591,           0.0041858,           0.0041858,            0.049686
                 182,            0.046508,            0.010197,           0.0078099,             0.75674,             0.97945,             0.96509,             0.62826,            0.022016,           0.0062062,           0.0048281,           0.0041963,           0.0041963,            0.049396
                 183,            0.038694,            0.011388,            0.008869,               0.995,                   1,             0.99505,             0.66937,            0.019589,           0.0060562,           0.0046867,           0.0042067,           0.0042067,            0.049107
                 184,            0.040421,            0.010326,            0.018466,             0.59242,             0.90782,             0.84373,             0.66063,            0.030498,           0.0062078,           0.0051061,           0.0042168,           0.0042168,            0.048817
                 185,            0.048654,            0.012558,            0.011065,               0.749,               0.975,             0.92382,             0.71436,            0.022224,           0.0062062,           0.0052935,           0.0042268,           0.0042268,            0.048527
                 186,            0.049598,            0.012831,           0.0095263,             0.78035,                0.95,             0.92984,             0.58368,            0.026216,           0.0062335,           0.0054938,           0.0042367,           0.0042367,            0.048237
                 187,            0.037019,           0.0098859,            0.011422,             0.99425,              0.9999,             0.99503,             0.78217,            0.017014,           0.0059669,            0.005144,           0.0042463,           0.0042463,            0.047946
                 188,            0.036204,            0.010828,            0.011262,             0.78951,             0.99983,             0.95842,             0.76624,            0.018876,           0.0060133,           0.0049486,           0.0042558,           0.0042558,            0.047656
                 189,            0.039677,            0.010991,           0.0077153,             0.79719,                 0.9,             0.91428,             0.47069,            0.022965,           0.0058604,           0.0046143,           0.0042651,           0.0042651,            0.047365
                 190,            0.046776,           0.0095283,           0.0088053,             0.81571,             0.92512,             0.95757,             0.50765,            0.020827,           0.0058005,           0.0045437,           0.0042743,           0.0042743,            0.047074
                 191,            0.038735,            0.010972,           0.0094908,             0.90162,                 0.9,             0.96741,             0.71914,            0.019143,           0.0057758,           0.0045753,           0.0042832,           0.0042832,            0.046783
                 192,            0.039474,            0.011887,           0.0085632,              0.9696,             0.97466,             0.99278,             0.58868,            0.023533,           0.0056552,           0.0044667,            0.004292,            0.004292,            0.046492
                 193,            0.046285,            0.011106,           0.0087066,             0.97609,             0.92538,             0.99278,             0.58015,            0.019743,           0.0056354,           0.0044833,           0.0043006,           0.0043006,            0.046201
                 194,            0.035567,           0.0098798,           0.0088804,             0.66946,                   1,             0.95905,              0.4788,            0.023522,           0.0056866,           0.0045279,           0.0043091,           0.0043091,            0.045909
                 195,             0.04024,            0.012235,           0.0086224,              0.8738,             0.92208,             0.95136,             0.41538,            0.023457,           0.0057661,           0.0044557,           0.0043174,           0.0043174,            0.045617
                 196,            0.050605,            0.010729,            0.010247,             0.80435,             0.94927,             0.99055,             0.66317,            0.021339,           0.0055782,           0.0045936,           0.0043255,           0.0043255,            0.045325
                 197,            0.036598,            0.009727,           0.0094202,             0.95308,                   1,             0.99267,             0.74657,            0.019395,           0.0054601,           0.0048757,           0.0043334,           0.0043334,            0.045033
                 198,            0.031843,            0.010116,            0.010617,             0.74738,             0.94939,             0.94516,             0.56268,            0.022176,           0.0055453,           0.0049954,           0.0043411,           0.0043411,            0.044741
                 199,            0.043535,            0.010934,           0.0099013,             0.66436,                0.85,             0.83734,             0.27628,            0.021961,           0.0055818,           0.0045532,           0.0043487,           0.0043487,            0.044449
                 200,            0.042934,            0.010905,           0.0095587,             0.78039,             0.98089,             0.94052,             0.69727,            0.021577,           0.0055203,            0.004384,           0.0043561,           0.0043561,            0.044156
                 201,             0.03855,            0.010093,            0.007478,             0.87742,                   1,             0.94503,             0.58491,            0.021527,           0.0053801,           0.0043708,           0.0043633,           0.0043633,            0.043863
                 202,            0.036639,            0.010507,           0.0082813,             0.81435,                   1,             0.88553,             0.57557,            0.019458,           0.0053976,           0.0044012,           0.0043704,           0.0043704,             0.04357
                 203,             0.03306,           0.0099381,           0.0086193,             0.88467,             0.99192,             0.98686,             0.50045,            0.020782,            0.005379,           0.0043026,           0.0043773,           0.0043773,            0.043277
                 204,            0.035694,            0.010203,            0.009811,             0.99756,             0.95809,             0.98857,             0.68338,            0.017677,           0.0054826,           0.0043305,            0.004384,            0.004384,            0.042984
                 205,            0.049476,            0.010921,           0.0093338,             0.89873,             0.99999,             0.96879,             0.68272,            0.019951,           0.0053804,           0.0042491,           0.0043906,           0.0043906,            0.042691
                 206,            0.032032,           0.0075532,           0.0074598,             0.97422,             0.97528,             0.99506,             0.71646,             0.01918,           0.0053537,           0.0044336,           0.0043969,           0.0043969,            0.042397
                 207,            0.037217,           0.0099094,           0.0068341,             0.86438,             0.97466,             0.97945,              0.5944,            0.027266,           0.0055586,           0.0044093,           0.0044031,           0.0044031,            0.042103
                 208,            0.044422,            0.012156,           0.0070576,                   1,              0.9843,             0.99506,             0.69528,            0.019743,           0.0053895,           0.0043384,           0.0044091,           0.0044091,            0.041809
                 209,            0.038336,            0.011626,           0.0069036,             0.84998,               0.825,             0.89105,             0.42965,             0.02975,           0.0057871,           0.0044576,            0.004415,            0.004415,            0.041515
                 210,            0.040706,            0.010964,           0.0069455,             0.99721,                   1,             0.99506,              0.6434,            0.018172,           0.0054144,           0.0045343,           0.0044207,           0.0044207,            0.041221
                 211,             0.03733,            0.010172,           0.0071653,             0.95204,             0.97101,             0.98963,             0.63679,            0.027036,           0.0058051,           0.0047356,           0.0044262,           0.0044262,            0.040926
                 212,            0.050292,           0.0099854,            0.010597,             0.97947,             0.97483,             0.99178,             0.55888,            0.020387,           0.0058488,           0.0047231,           0.0044315,           0.0044315,            0.040632
                 213,             0.04016,           0.0092926,           0.0083875,             0.99762,                   1,             0.99503,              0.5559,            0.020381,           0.0060162,           0.0049694,           0.0044367,           0.0044367,            0.040337
                 214,            0.036419,           0.0094405,           0.0074515,              0.8551,                   1,             0.96299,             0.62798,            0.019561,           0.0059061,           0.0051736,           0.0044417,           0.0044417,            0.040042
                 215,            0.033748,            0.011679,            0.008434,             0.97856,                   1,             0.99503,             0.79284,            0.020058,           0.0058317,           0.0056052,           0.0044466,           0.0044466,            0.039747
                 216,             0.03198,             0.01069,           0.0089702,             0.97648,             0.99962,             0.99503,             0.67342,            0.018522,           0.0054884,           0.0050121,           0.0044512,           0.0044512,            0.039451
                 217,            0.041909,             0.01055,           0.0065999,             0.93774,             0.94927,             0.98924,             0.57083,            0.024065,           0.0055314,           0.0048802,           0.0044557,           0.0044557,            0.039156
                 218,            0.039992,           0.0098404,           0.0079671,             0.88599,               0.976,             0.99003,             0.73632,            0.016104,           0.0052991,           0.0052071,             0.00446,             0.00446,             0.03886
                 219,             0.03334,           0.0082519,           0.0090653,             0.98674,                   1,             0.99504,             0.74688,            0.013813,           0.0051913,           0.0061469,           0.0044642,           0.0044642,            0.038564
                 220,            0.031058,           0.0087599,           0.0078696,             0.97299,             0.94979,              0.9885,              0.6614,            0.021817,           0.0051731,           0.0065041,           0.0044682,           0.0044682,            0.038268
                 221,            0.035427,           0.0095687,           0.0099174,             0.75228,             0.87302,             0.91342,             0.53597,            0.020668,           0.0051829,           0.0081809,            0.004472,            0.004472,            0.037972
                 222,            0.038748,           0.0098948,           0.0091896,             0.71358,                   1,             0.96111,              0.6182,            0.022914,           0.0050601,           0.0085135,           0.0044757,           0.0044757,            0.037676
                 223,            0.036623,            0.008911,           0.0087576,             0.84497,             0.93781,             0.99509,              0.7775,            0.016665,           0.0051107,           0.0083738,           0.0044791,           0.0044791,            0.037379
                 224,            0.033552,            0.010526,           0.0079094,             0.93461,             0.96036,             0.99509,             0.68492,            0.017015,           0.0050787,            0.007528,           0.0044825,           0.0044825,            0.037082
                 225,            0.036636,           0.0091483,           0.0066595,             0.87234,             0.99996,             0.97363,             0.69758,            0.020214,           0.0051969,           0.0056655,           0.0044856,           0.0044856,            0.036786
                 226,            0.037739,           0.0093858,           0.0068316,             0.91432,                   1,             0.97131,             0.52637,            0.016919,           0.0054049,           0.0052111,           0.0044886,           0.0044886,            0.036489
                 227,             0.03755,             0.01041,            0.007924,             0.99917,                   1,             0.99507,             0.69151,            0.014921,            0.005342,           0.0048564,           0.0044914,           0.0044914,            0.036191
                 228,             0.03683,           0.0088863,           0.0080591,             0.91375,             0.92309,             0.97801,             0.65573,            0.019541,           0.0051965,           0.0044225,           0.0044941,           0.0044941,            0.035894
                 229,            0.037475,           0.0093025,           0.0064653,             0.91209,                   1,             0.97452,             0.80771,            0.014721,           0.0050602,            0.004152,           0.0044966,           0.0044966,            0.035597
                 230,            0.033968,           0.0099675,            0.006549,              0.9454,             0.97484,             0.99388,             0.52826,            0.018525,           0.0050328,           0.0038771,           0.0044989,           0.0044989,            0.035299
                 231,            0.033206,           0.0098851,           0.0067709,             0.97547,                   1,             0.99508,             0.83579,            0.013219,           0.0047863,           0.0037512,           0.0045011,           0.0045011,            0.035001
                 232,            0.034468,             0.01005,           0.0081657,             0.99796,             0.99992,              0.9951,             0.67817,            0.019547,           0.0050044,           0.0035508,           0.0045031,           0.0045031,            0.034703
                 233,            0.035186,            0.010998,           0.0062713,             0.99973,                   1,             0.99509,              0.6572,            0.016387,           0.0048807,           0.0035224,           0.0045049,           0.0045049,            0.034405
                 234,            0.035433,           0.0099713,           0.0083206,             0.84979,                   1,             0.99511,             0.53388,            0.020923,            0.004899,           0.0034298,           0.0045066,           0.0045066,            0.034107
                 235,            0.040029,           0.0083683,           0.0057837,             0.91628,             0.99727,             0.98071,             0.75752,             0.01746,           0.0047011,           0.0034631,           0.0045081,           0.0045081,            0.033808
                 236,            0.030662,           0.0084941,           0.0072827,              0.6648,                   1,             0.91088,             0.56574,            0.022629,           0.0049994,             0.00351,           0.0045095,           0.0045095,            0.033509
                 237,             0.03857,           0.0086302,           0.0068657,             0.79458,                   1,             0.90475,              0.5838,            0.019576,           0.0048534,            0.003609,           0.0045107,           0.0045107,            0.033211
                 238,            0.033873,           0.0091459,            0.010302,             0.98605,                   1,             0.99509,             0.76913,            0.014641,             0.00469,           0.0037103,           0.0045117,           0.0045117,            0.032912
                 239,            0.032666,           0.0091131,           0.0068367,             0.99979,                   1,             0.99508,             0.80506,            0.015878,           0.0047546,            0.003815,           0.0045126,           0.0045126,            0.032613
                 240,             0.03341,           0.0084119,           0.0063455,             0.99918,                   1,             0.99508,             0.68925,            0.019186,           0.0047953,           0.0038218,           0.0045133,           0.0045133,            0.032313
                 241,            0.037499,           0.0079778,           0.0053964,             0.99882,             0.97475,             0.99389,             0.68122,            0.017422,           0.0047105,           0.0039068,           0.0045139,           0.0045139,            0.032014
                 242,            0.037914,           0.0099962,           0.0060807,               0.998,                   1,             0.99507,             0.82871,            0.015133,           0.0047306,           0.0038887,           0.0045143,           0.0045143,            0.031714
                 243,            0.032421,           0.0084045,           0.0080482,             0.77662,                   1,             0.91812,             0.60547,            0.019918,           0.0048156,           0.0037588,           0.0045146,           0.0045146,            0.031415
                 244,            0.036744,           0.0078544,           0.0052704,             0.97394,                   1,             0.99508,             0.76002,            0.021051,           0.0049567,           0.0038349,           0.0045147,           0.0045147,            0.031115
                 245,            0.035517,           0.0087572,           0.0061208,              0.9987,                   1,             0.99508,             0.74971,            0.015301,           0.0046169,           0.0038361,           0.0045146,           0.0045146,            0.030815
                 246,            0.033424,           0.0087801,           0.0062367,             0.99678,                   1,             0.99508,             0.65926,            0.021532,           0.0049611,           0.0038078,           0.0045144,           0.0045144,            0.030514
                 247,            0.037613,           0.0086772,            0.011175,                   1,             0.98147,              0.9951,             0.60465,            0.019541,           0.0047415,           0.0037191,            0.004514,            0.004514,            0.030214
                 248,            0.040636,           0.0088233,            0.007601,             0.99855,                   1,              0.9951,             0.67024,            0.015935,           0.0048703,           0.0038876,           0.0045135,           0.0045135,            0.029913
                 249,            0.031948,           0.0097801,           0.0072682,             0.99907,                   1,             0.99509,             0.63541,            0.014414,           0.0047732,           0.0039246,           0.0045128,           0.0045128,            0.029613
                 250,            0.028434,           0.0089646,           0.0071784,             0.90925,             0.99994,             0.98438,             0.73283,            0.017998,           0.0048448,           0.0037197,            0.004512,            0.004512,            0.029312
                 251,            0.038756,           0.0089345,             0.01378,             0.99719,                   1,             0.99511,             0.68292,            0.016331,            0.004821,            0.003794,            0.004511,            0.004511,            0.029011
                 252,            0.034545,           0.0096883,           0.0071285,             0.99832,                   1,             0.99515,             0.72788,             0.01404,           0.0047916,           0.0039143,           0.0045099,           0.0045099,             0.02871
                 253,            0.031078,           0.0084604,           0.0074544,             0.97617,             0.99176,             0.98564,             0.64617,            0.021812,           0.0047618,           0.0038186,           0.0045086,           0.0045086,            0.028409
                 254,            0.032227,            0.009999,           0.0068372,             0.97464,                   1,             0.99276,             0.71261,            0.014672,           0.0046709,           0.0039476,           0.0045072,           0.0045072,            0.028107
                 255,             0.03294,           0.0099011,           0.0090677,             0.99573,                   1,             0.99515,             0.72992,            0.017468,           0.0046375,           0.0039057,           0.0045056,           0.0045056,            0.027806
                 256,            0.030149,           0.0078755,           0.0091965,               0.996,                   1,             0.99514,             0.63499,            0.017947,           0.0047838,           0.0039809,           0.0045039,           0.0045039,            0.027504
                 257,            0.029523,           0.0095005,           0.0063317,             0.99689,                   1,             0.99516,             0.75995,            0.015599,           0.0044908,           0.0037662,           0.0045021,           0.0045021,            0.027202
                 258,            0.042211,            0.010599,           0.0090346,              0.9993,                   1,             0.99514,             0.69183,            0.016035,           0.0046404,           0.0036337,              0.0045,              0.0045,              0.0269
                 259,            0.025974,           0.0096316,           0.0074327,             0.98252,                   1,             0.99515,             0.84076,            0.014652,           0.0044238,            0.003366,           0.0044979,           0.0044979,            0.026598
                 260,            0.026989,           0.0093402,            0.007428,             0.99848,                   1,             0.99513,             0.61747,            0.018608,           0.0045131,           0.0031528,           0.0044956,           0.0044956,            0.026296
                 261,            0.040054,            0.007606,           0.0068225,             0.99907,                   1,             0.99512,             0.61392,            0.019788,           0.0044095,           0.0031491,           0.0044932,           0.0044932,            0.025993
                 262,            0.040916,            0.008484,           0.0064421,             0.99715,                   1,              0.9951,             0.72945,            0.016449,           0.0045995,           0.0032317,           0.0044906,           0.0044906,            0.025691
                 263,            0.035656,           0.0094624,           0.0061731,             0.99741,             0.99989,              0.9951,             0.78146,            0.015925,           0.0046301,           0.0031081,           0.0044878,           0.0044878,            0.025388
                 264,            0.033534,           0.0092017,           0.0087709,             0.99632,                   1,             0.99509,             0.75138,            0.014737,           0.0048946,           0.0032076,            0.004485,            0.004485,            0.025085
                 265,            0.032815,           0.0069801,           0.0049513,             0.97657,                   1,              0.9951,             0.61926,            0.022426,           0.0048582,           0.0031582,            0.004482,            0.004482,            0.024782
                 266,            0.038317,           0.0085571,           0.0086942,             0.74948,                   1,             0.94515,             0.64944,            0.017873,           0.0049648,           0.0033373,           0.0044788,           0.0044788,            0.024479
                 267,            0.028204,             0.00918,           0.0059636,             0.99856,                   1,             0.99511,             0.79038,            0.014917,           0.0049069,           0.0033755,           0.0044756,           0.0044756,            0.024176
                 268,            0.035304,            0.011073,           0.0081252,             0.99896,              0.9583,             0.99511,             0.55522,            0.016338,           0.0047809,           0.0033656,           0.0044722,           0.0044722,            0.023872
                 269,            0.032716,           0.0089312,           0.0058597,             0.99838,                   1,             0.99511,             0.81771,            0.012666,           0.0044614,           0.0033431,           0.0044686,           0.0044686,            0.023569
                 270,            0.028147,           0.0084934,            0.010058,             0.83953,             0.94276,             0.94152,             0.71942,            0.017239,           0.0045886,           0.0032994,           0.0044649,           0.0044649,            0.023265
                 271,             0.03504,            0.007829,            0.006328,             0.99834,                   1,             0.99512,             0.81016,            0.014825,           0.0044839,           0.0032878,           0.0044611,           0.0044611,            0.022961
                 272,            0.031931,           0.0089661,            0.012745,             0.99832,                   1,             0.99512,             0.76824,            0.014805,           0.0043131,           0.0033105,           0.0044572,           0.0044572,            0.022657
                 273,            0.025725,           0.0087577,           0.0057165,             0.99364,             0.99998,             0.99514,             0.64735,            0.016968,           0.0043225,           0.0032453,           0.0044531,           0.0044531,            0.022353
                 274,            0.033674,           0.0087711,           0.0083785,             0.99716,                   1,             0.99513,             0.79939,            0.015324,           0.0043188,           0.0032114,           0.0044489,           0.0044489,            0.022049
                 275,            0.028725,            0.010001,           0.0084922,             0.95401,                   1,             0.99395,              0.8085,             0.01302,           0.0041817,           0.0031894,           0.0044445,           0.0044445,            0.021745
                 276,            0.031441,           0.0094315,           0.0084273,             0.99878,                   1,             0.99514,             0.86428,            0.013624,           0.0041855,           0.0032485,             0.00444,             0.00444,             0.02144
                 277,            0.029129,           0.0091085,           0.0062593,             0.99866,                   1,             0.99513,             0.73628,            0.015153,           0.0041664,           0.0032924,           0.0044354,           0.0044354,            0.021135
                 278,            0.031986,            0.008586,           0.0074313,             0.99866,                   1,             0.99513,             0.73628,            0.015153,           0.0041664,           0.0032924,           0.0044307,           0.0044307,            0.020831
                 279,            0.030311,           0.0078439,           0.0060231,             0.99847,                   1,             0.99513,              0.7876,            0.014013,           0.0041207,           0.0034082,           0.0044259,           0.0044259,            0.020526
                 280,            0.024629,            0.008082,           0.0083949,             0.99921,                   1,             0.99513,             0.76124,            0.014278,            0.004093,           0.0033062,           0.0044209,           0.0044209,            0.020221
                 281,            0.029023,           0.0072072,           0.0052337,             0.99925,                   1,             0.99512,             0.85649,            0.012494,           0.0039339,           0.0031329,           0.0044158,           0.0044158,            0.019916
                 282,            0.023862,           0.0085298,           0.0049902,             0.99925,                   1,             0.99512,             0.85649,            0.012494,           0.0039339,           0.0031329,           0.0044106,           0.0044106,            0.019611
                 283,             0.02442,           0.0080846,           0.0059744,             0.99989,             0.99969,             0.99512,              0.8065,            0.013179,           0.0039177,           0.0029532,           0.0044052,           0.0044052,            0.019305
                 284,            0.025952,            0.007112,           0.0063446,              0.9979,                   1,             0.99512,             0.84603,            0.012727,           0.0039428,           0.0028327,           0.0043998,           0.0043998,               0.019
                 285,            0.027616,           0.0091739,           0.0057846,             0.99859,                   1,             0.99511,             0.65267,            0.016931,           0.0043061,           0.0027972,           0.0043942,           0.0043942,            0.018694
                 286,             0.03683,           0.0092865,           0.0057155,             0.99859,                   1,             0.99511,             0.65267,            0.016931,           0.0043061,           0.0027972,           0.0043885,           0.0043885,            0.018389
                 287,            0.029762,           0.0078872,           0.0063601,             0.99863,                   1,             0.99512,             0.62699,            0.014603,           0.0041089,           0.0028017,           0.0043827,           0.0043827,            0.018083
                 288,            0.027782,           0.0064623,           0.0076149,              0.9957,                   1,             0.99512,             0.76247,            0.015027,           0.0041422,           0.0027791,           0.0043768,           0.0043768,            0.017777
                 289,            0.028203,           0.0074607,            0.004956,             0.99703,                   1,             0.99512,              0.8213,            0.015406,           0.0039939,            0.002813,           0.0043707,           0.0043707,            0.017471
                 290,            0.028167,           0.0088883,           0.0057085,             0.99703,                   1,             0.99512,              0.8213,            0.015406,           0.0039939,            0.002813,           0.0043646,           0.0043646,            0.017165
                 291,            0.027694,           0.0077254,           0.0048586,             0.99686,                   1,             0.99512,              0.8522,            0.015471,            0.004008,           0.0028543,           0.0043583,           0.0043583,            0.016858
                 292,             0.02412,           0.0078821,           0.0084281,             0.99652,                   1,             0.99513,             0.85474,            0.011892,           0.0039208,           0.0028791,           0.0043519,           0.0043519,            0.016552
                 293,            0.027018,            0.010989,           0.0056412,             0.99758,                   1,             0.99513,             0.72942,            0.017789,           0.0042613,           0.0029282,           0.0043454,           0.0043454,            0.016245
                 294,            0.034061,           0.0085286,            0.006532,             0.99758,                   1,             0.99513,             0.72942,            0.017789,           0.0042613,           0.0029282,           0.0043388,           0.0043388,            0.015939
                 295,            0.032054,           0.0075332,           0.0056977,             0.97508,                   1,             0.99513,             0.77051,             0.01745,           0.0042759,           0.0029641,           0.0043321,           0.0043321,            0.015632
                 296,            0.025153,           0.0077024,           0.0041893,             0.99988,                   1,             0.99514,             0.77231,            0.011234,           0.0040361,           0.0030002,           0.0043253,           0.0043253,            0.015325
                 297,            0.026288,           0.0078618,           0.0058442,             0.99931,                   1,             0.99512,             0.85013,            0.014997,           0.0040677,           0.0029743,           0.0043184,           0.0043184,            0.015018
                 298,            0.026321,           0.0078804,            0.012505,             0.99931,                   1,             0.99512,             0.85013,            0.014997,           0.0040677,           0.0029743,           0.0043114,           0.0043114,            0.014711
                 299,            0.024872,           0.0083652,           0.0054314,             0.99905,                   1,             0.99512,             0.83355,            0.015735,           0.0041055,           0.0029797,           0.0043043,           0.0043043,            0.014404
                 300,            0.022636,           0.0076486,             0.00633,             0.99884,                   1,             0.99512,             0.84155,            0.011681,           0.0039282,           0.0029343,           0.0042971,           0.0042971,            0.014097
                 301,            0.024403,           0.0081133,           0.0076927,             0.99887,                   1,             0.99511,             0.74023,            0.013251,            0.003976,           0.0029288,           0.0042897,           0.0042897,             0.01379
                 302,            0.024575,           0.0083299,           0.0042495,             0.99887,                   1,             0.99511,             0.74023,            0.013251,            0.003976,           0.0029288,           0.0042823,           0.0042823,            0.013482
                 303,            0.020735,           0.0081601,            0.004813,             0.99897,                   1,             0.99512,             0.82494,            0.011274,           0.0037866,           0.0028679,           0.0042748,           0.0042748,            0.013175
                 304,            0.021482,           0.0067237,            0.005946,             0.99909,                   1,             0.99512,             0.79191,            0.011617,           0.0038075,           0.0027485,           0.0042672,           0.0042672,            0.012867
                 305,            0.024857,           0.0075782,           0.0063549,             0.98861,                   1,             0.99513,             0.76105,            0.016743,           0.0041399,           0.0027525,           0.0042595,           0.0042595,             0.01256
                 306,            0.035966,           0.0069837,           0.0044987,             0.98861,                   1,             0.99513,             0.76105,            0.016743,           0.0041399,           0.0027525,           0.0042517,           0.0042517,            0.012252
                 307,             0.03409,           0.0090149,           0.0063405,              0.9845,                   1,             0.99514,               0.728,            0.017541,           0.0041386,           0.0027405,           0.0042438,           0.0042438,            0.011944
                 308,            0.031281,           0.0077441,           0.0084133,             0.99886,                   1,             0.99515,             0.83179,            0.012369,            0.003757,           0.0027798,           0.0042359,           0.0042359,            0.011636
                 309,            0.030102,           0.0073414,           0.0044305,             0.99824,                   1,             0.99516,             0.73305,            0.012466,           0.0039176,           0.0028454,           0.0042278,           0.0042278,            0.011328
                 310,            0.030571,           0.0093317,           0.0075975,             0.99824,                   1,             0.99516,             0.73305,            0.012466,           0.0039176,           0.0028454,           0.0042196,           0.0042196,             0.01102
                 311,            0.029343,            0.007956,           0.0061597,             0.99758,                   1,             0.99517,             0.73233,            0.012516,           0.0038902,           0.0028895,           0.0042114,           0.0042114,            0.010711
                 312,            0.026858,           0.0086507,           0.0066622,             0.99755,                   1,             0.99517,             0.84399,           0.0090127,            0.003691,           0.0028745,           0.0042031,           0.0042031,            0.010403
                 313,            0.025877,           0.0083979,           0.0055393,             0.97537,                   1,             0.99516,             0.72668,            0.014368,           0.0039925,           0.0028023,           0.0041947,           0.0041947,            0.010095
                 314,            0.030742,            0.010167,           0.0073449,             0.97537,                   1,             0.99516,             0.72668,            0.014368,           0.0039925,           0.0028023,           0.0041862,           0.0041862,           0.0097862
                 315,            0.028909,           0.0079449,           0.0070433,             0.99755,                   1,             0.99516,             0.71882,            0.014059,           0.0039111,           0.0028026,           0.0041776,           0.0041776,           0.0094776
                 316,            0.027992,           0.0093829,           0.0055312,              0.9976,                   1,             0.99517,             0.80926,            0.010274,           0.0036546,           0.0028208,            0.004169,            0.004169,            0.009169
                 317,            0.025266,           0.0092891,           0.0064323,              0.9978,                   1,             0.99518,             0.80828,            0.012988,           0.0037169,           0.0028092,           0.0041602,           0.0041602,           0.0088602
                 318,            0.026831,            0.009794,           0.0089214,              0.9978,                   1,             0.99518,             0.80828,            0.012988,           0.0037169,           0.0028092,           0.0041514,           0.0041514,           0.0085514
                 319,            0.022887,           0.0070764,           0.0052685,             0.99803,                   1,             0.99519,             0.83413,            0.011033,           0.0035695,           0.0028125,           0.0041426,           0.0041426,           0.0082426
