               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.089195,            0.023515,            0.065168,            0.019662,                 0.1,           0.0049871,          0.00075456,            0.057271,            0.014694,            0.046239,          0.00034967,          0.00034967,             0.09685
                  12,            0.086747,            0.024057,            0.063493,            0.038061,               0.075,           0.0079039,           0.0013561,            0.055007,            0.015143,            0.045654,          0.00037957,          0.00037957,             0.09658
                  13,            0.085471,            0.022803,            0.062979,            0.083451,                0.05,            0.010095,            0.001652,            0.052414,            0.015677,            0.045045,          0.00040945,          0.00040945,            0.096309
                  14,            0.081755,            0.023549,            0.061624,            0.039552,               0.075,            0.011563,           0.0024113,            0.050233,              0.0161,            0.044351,          0.00043932,          0.00043932,            0.096039
                  15,            0.082013,            0.024758,            0.061445,            0.058626,               0.075,            0.012563,           0.0028938,            0.048528,            0.016385,            0.043509,          0.00046917,          0.00046917,            0.095769
                  16,            0.075367,            0.030354,            0.058722,            0.073663,                 0.1,            0.022579,            0.003956,            0.047101,             0.01661,            0.042732,          0.00049899,          0.00049899,            0.095499
                  17,            0.080733,              0.0237,            0.058786,            0.050843,                 0.1,            0.024384,           0.0053193,            0.044269,             0.01715,               0.042,          0.00052879,          0.00052879,            0.095229
                  18,            0.074123,            0.025203,            0.057854,            0.071379,               0.075,            0.033545,           0.0076679,            0.041856,            0.017567,            0.041261,          0.00055857,          0.00055857,            0.094959
                  19,            0.074339,            0.028255,            0.056062,             0.12934,                 0.1,            0.050774,            0.010301,            0.040329,            0.017752,            0.040401,          0.00058832,          0.00058832,            0.094688
                  20,            0.071698,            0.024435,            0.055039,             0.10414,               0.125,            0.068819,            0.014313,            0.038844,            0.017883,            0.039476,          0.00061804,          0.00061804,            0.094418
                  21,            0.070311,            0.026956,            0.053404,            0.057974,                 0.5,            0.079993,             0.01777,            0.038174,            0.017798,            0.038536,          0.00064774,          0.00064774,            0.094148
                  22,            0.074406,            0.025929,            0.053872,             0.14406,               0.375,             0.11823,            0.019063,            0.037131,             0.01772,            0.037413,          0.00067741,          0.00067741,            0.093877
                  23,            0.065201,            0.027516,            0.051013,             0.13859,             0.62498,             0.12657,            0.023063,            0.036325,            0.017613,            0.036326,          0.00070704,          0.00070704,            0.093607
                  24,            0.068817,            0.023834,            0.048959,             0.22975,               0.525,             0.23488,             0.04578,            0.035544,            0.017566,            0.035342,          0.00073664,          0.00073664,            0.093337
                  25,            0.063933,            0.024584,            0.048391,             0.38223,               0.325,             0.30282,            0.059192,            0.034764,            0.017457,            0.034289,          0.00076621,          0.00076621,            0.093066
                  26,            0.065457,              0.0316,            0.048263,             0.29011,             0.51445,             0.30312,            0.066764,            0.034139,            0.017227,            0.033205,          0.00079574,          0.00079574,            0.092796
                  27,            0.062881,            0.025116,            0.047355,             0.27602,               0.575,             0.33738,            0.085812,            0.033451,            0.016978,             0.03209,          0.00082523,          0.00082523,            0.092525
                  28,             0.06031,            0.023746,            0.046722,             0.33416,                0.85,              0.4503,             0.13365,            0.032937,            0.016627,            0.031125,          0.00085469,          0.00085469,            0.092255
                  29,            0.058837,            0.028805,            0.044381,             0.34876,              0.6985,             0.44409,             0.12766,             0.03238,             0.01623,            0.030297,          0.00088411,          0.00088411,            0.091984
                  30,            0.059327,             0.02387,            0.042953,             0.39502,               0.675,             0.49164,             0.16381,            0.031054,            0.016073,            0.029573,          0.00091348,          0.00091348,            0.091713
                  31,            0.059105,            0.026558,            0.042023,             0.36927,             0.87032,             0.50453,             0.17935,            0.030427,            0.015772,            0.028978,          0.00094281,          0.00094281,            0.091443
                  32,            0.052484,            0.025365,             0.04188,             0.38917,               0.925,             0.55001,             0.19467,            0.031911,            0.015028,            0.028492,           0.0009721,           0.0009721,            0.091172
                  33,            0.055903,            0.025929,            0.041852,              0.3744,               0.875,             0.56268,             0.22759,            0.029503,              0.0149,            0.027856,           0.0010013,           0.0010013,            0.090901
                  34,            0.056446,            0.023383,            0.039209,             0.38289,              0.8741,             0.56852,             0.25475,            0.028738,            0.014583,            0.027494,           0.0010305,           0.0010305,            0.090631
                  35,            0.054584,            0.022656,             0.04002,             0.44803,               0.825,              0.5957,              0.2829,            0.027367,            0.014295,            0.027219,           0.0010597,           0.0010597,             0.09036
                  36,            0.051651,            0.023795,            0.037642,             0.48887,             0.82355,             0.60174,             0.29231,            0.027485,            0.013799,            0.026835,           0.0010888,           0.0010888,            0.090089
                  37,            0.050603,            0.025633,            0.037128,             0.50665,             0.87209,             0.64015,             0.33735,            0.029552,            0.013187,            0.026531,           0.0011178,           0.0011178,            0.089818
                  38,            0.048811,            0.023071,            0.036545,             0.50667,             0.85393,             0.63277,             0.33825,            0.027853,            0.013215,            0.026357,           0.0011468,           0.0011468,            0.089547
                  39,            0.048475,            0.022332,            0.036312,             0.51885,             0.86478,             0.64743,             0.34628,            0.025353,            0.013046,            0.026058,           0.0011758,           0.0011758,            0.089276
                  40,            0.047966,            0.018835,            0.035157,             0.52851,             0.89995,             0.66325,              0.3515,            0.027634,            0.012768,            0.025731,           0.0012047,           0.0012047,            0.089005
                  41,             0.05087,            0.021498,            0.035783,             0.48936,             0.87566,             0.64934,             0.37842,            0.025586,            0.012717,            0.025283,           0.0012335,           0.0012335,            0.088734
                  42,            0.051108,            0.017969,            0.034372,             0.51977,                0.95,              0.7156,             0.40762,            0.028248,            0.012351,            0.024977,           0.0012623,           0.0012623,            0.088462
                  43,            0.047435,            0.019541,            0.034754,             0.48073,               0.975,             0.71755,             0.41577,            0.025186,            0.012352,            0.024755,            0.001291,            0.001291,            0.088191
                  44,            0.043672,             0.02043,            0.032852,             0.51049,             0.84826,             0.71961,             0.44304,              0.0234,            0.012246,            0.024559,           0.0013196,           0.0013196,             0.08792
                  45,            0.044554,             0.01753,            0.033339,             0.56113,             0.87339,             0.71267,             0.34734,            0.026481,            0.011907,              0.0244,           0.0013482,           0.0013482,            0.087648
                  46,            0.046655,            0.018664,            0.033537,             0.60984,               0.875,             0.72989,             0.34967,            0.023462,            0.011667,            0.024118,           0.0013768,           0.0013768,            0.087377
                  47,            0.043601,            0.019598,            0.033138,             0.63425,             0.89872,             0.72597,               0.403,            0.027576,            0.011269,            0.023944,           0.0014052,           0.0014052,            0.087105
                  48,            0.045783,            0.020989,            0.032507,             0.63383,             0.89894,             0.73611,              0.3511,            0.025127,             0.01118,            0.023743,           0.0014336,           0.0014336,            0.086834
                  49,            0.048539,            0.018406,             0.03279,             0.59584,               0.975,              0.7393,             0.43407,            0.024168,            0.010993,            0.023644,            0.001462,            0.001462,            0.086562
                  50,            0.044643,            0.020283,            0.032553,             0.56943,               0.975,              0.7368,             0.34606,            0.024361,             0.01084,             0.02358,           0.0014902,           0.0014902,             0.08629
                  51,            0.046469,            0.017035,            0.032897,             0.56984,               0.972,              0.7775,             0.22191,            0.029264,            0.010433,            0.023316,           0.0015184,           0.0015184,            0.086018
                  52,            0.045071,            0.018274,             0.03294,             0.56891,             0.94775,             0.78585,             0.30561,            0.025024,            0.010426,            0.023382,           0.0015466,           0.0015466,            0.085747
                  53,            0.045702,            0.017188,            0.032481,             0.53517,               0.975,              0.7721,             0.53341,            0.019805,            0.010314,            0.023096,           0.0015746,           0.0015746,            0.085475
                  54,            0.048481,            0.017688,             0.03228,             0.37466,             0.92175,             0.62563,             0.13621,            0.027405,             0.01036,             0.02287,           0.0016026,           0.0016026,            0.085203
                  55,            0.048717,            0.019437,            0.031191,             0.57403,             0.96833,             0.77838,             0.37526,             0.02712,           0.0099035,            0.022735,           0.0016305,           0.0016305,            0.084931
                  56,            0.046425,             0.01918,            0.031728,              0.3885,                 0.9,             0.66435,             0.14187,             0.02827,           0.0099199,            0.022715,           0.0016583,           0.0016583,            0.084658
                  57,            0.056404,            0.017074,            0.031196,             0.29316,                 0.6,             0.30514,            0.048217,            0.043675,           0.0099384,             0.02262,           0.0016861,           0.0016861,            0.084386
                  58,            0.057859,            0.014377,            0.030361,              0.2462,             0.67327,              0.2539,            0.078204,            0.032242,           0.0098876,            0.022619,           0.0017138,           0.0017138,            0.084114
                  59,            0.058381,            0.015802,            0.031415,             0.30525,             0.89812,             0.64811,              0.1118,            0.038357,           0.0091962,             0.02255,           0.0017414,           0.0017414,            0.083841
                  60,            0.052447,            0.018687,            0.031257,             0.42575,                0.85,             0.74008,             0.22126,            0.032395,           0.0094887,            0.022398,           0.0017689,           0.0017689,            0.083569
                  61,            0.054777,             0.01625,            0.032452,             0.38395,             0.82023,             0.46392,             0.26156,            0.039883,           0.0092813,            0.022498,           0.0017963,           0.0017963,            0.083296
                  62,            0.058338,            0.014487,            0.032203,             0.55291,               0.875,             0.74144,             0.23316,            0.034951,           0.0091951,            0.022208,           0.0018237,           0.0018237,            0.083024
                  63,            0.055223,            0.016537,            0.030935,             0.34609,              0.7246,             0.41252,             0.31635,             0.04152,           0.0089039,            0.021992,           0.0018509,           0.0018509,            0.082751
                  64,            0.056514,            0.014372,            0.031434,             0.55471,               0.625,             0.62499,             0.32172,            0.039726,           0.0091128,            0.022091,           0.0018781,           0.0018781,            0.082478
                  65,            0.057163,            0.016245,            0.029777,             0.40595,                0.65,             0.54316,             0.34332,            0.040787,           0.0090429,            0.022101,           0.0019052,           0.0019052,            0.082205
                  66,            0.050705,            0.017467,            0.030767,             0.47509,                 0.9,             0.70029,             0.39905,            0.029229,           0.0094663,            0.021869,           0.0019322,           0.0019322,            0.081932
                  67,            0.052483,            0.019565,            0.030519,             0.43429,               0.925,             0.69035,             0.29707,            0.029107,            0.009639,            0.021914,           0.0019591,           0.0019591,            0.081659
                  68,            0.048249,              0.0164,            0.031273,             0.49991,             0.89699,             0.72491,             0.40214,            0.027376,           0.0096206,            0.021822,           0.0019859,           0.0019859,            0.081386
                  69,            0.053444,            0.014056,            0.029772,             0.68276,             0.57341,             0.62076,             0.25921,            0.039193,           0.0089782,            0.021838,           0.0020127,           0.0020127,            0.081113
                  70,            0.055629,            0.016792,            0.030998,             0.39215,               0.825,             0.62607,             0.22659,            0.031522,           0.0092947,             0.02181,           0.0020393,           0.0020393,            0.080839
                  71,            0.053322,            0.015187,            0.029904,             0.48844,             0.62284,             0.61717,             0.25943,            0.032107,           0.0091554,            0.021457,           0.0020658,           0.0020658,            0.080566
                  72,            0.051514,            0.015591,            0.031471,             0.62248,             0.63436,             0.68885,             0.32132,            0.030307,           0.0089616,            0.021355,           0.0020923,           0.0020923,            0.080292
                  73,            0.050746,            0.015362,            0.029552,             0.41974,             0.72421,               0.524,             0.24462,            0.040287,           0.0087032,            0.021196,           0.0021186,           0.0021186,            0.080019
                  74,            0.065066,            0.017708,            0.030856,             0.54606,             0.67491,             0.55949,             0.23569,            0.032094,           0.0090315,            0.021205,           0.0021449,           0.0021449,            0.079745
                  75,            0.055553,            0.015324,            0.029026,             0.65469,                0.75,              0.7096,             0.31897,            0.037454,           0.0086072,            0.021302,            0.002171,            0.002171,            0.079471
                  76,            0.060543,             0.01486,            0.030656,             0.54332,               0.875,             0.74705,             0.25253,            0.036224,           0.0085844,            0.021378,           0.0021971,           0.0021971,            0.079197
                  77,            0.053649,            0.014184,            0.029483,             0.59658,             0.72483,              0.6873,             0.33607,            0.031713,           0.0089529,            0.021272,            0.002223,            0.002223,            0.078923
                  78,            0.045278,            0.014374,            0.029121,             0.58345,               0.875,             0.69972,             0.46299,            0.027531,           0.0088816,            0.021421,           0.0022489,           0.0022489,            0.078649
                  79,            0.051282,            0.014991,            0.028545,             0.33771,             0.74687,             0.39339,            0.082105,            0.039903,           0.0084849,             0.02134,           0.0022746,           0.0022746,            0.078375
                  80,            0.063489,            0.013119,            0.029382,             0.57757,                0.85,             0.78985,             0.25315,            0.028808,           0.0091657,             0.02163,           0.0023003,           0.0023003,              0.0781
                  81,            0.059341,            0.015221,            0.028469,             0.40497,                0.85,             0.74651,             0.35414,            0.034665,           0.0086743,            0.021541,           0.0023258,           0.0023258,            0.077826
                  82,            0.057332,            0.014684,            0.028407,             0.60647,                 0.9,              0.8377,             0.44459,            0.026472,            0.008919,            0.021176,           0.0023512,           0.0023512,            0.077551
                  83,             0.05645,            0.015141,            0.028841,              0.5567,             0.86707,             0.74582,             0.18656,            0.033756,           0.0087722,            0.020885,           0.0023765,           0.0023765,            0.077277
                  84,            0.045963,            0.014927,            0.028758,             0.65159,                 0.9,             0.84716,             0.43384,            0.022262,           0.0090456,            0.020513,           0.0024017,           0.0024017,            0.077002
                  85,            0.048574,             0.01438,             0.02775,             0.64094,             0.89977,             0.73961,             0.27157,            0.038039,           0.0080048,            0.020264,           0.0024268,           0.0024268,            0.076727
                  86,             0.04764,            0.014268,            0.028608,             0.61804,              0.8742,             0.71944,             0.46858,            0.029534,           0.0081613,            0.019975,           0.0024518,           0.0024518,            0.076452
                  87,            0.050347,             0.01464,            0.027252,             0.56289,             0.88395,             0.73245,             0.27147,            0.031241,           0.0084713,            0.019995,           0.0024767,           0.0024767,            0.076177
                  88,            0.050212,            0.016914,            0.025741,             0.68802,             0.92342,             0.84223,             0.51007,            0.024045,           0.0084977,            0.020169,           0.0025015,           0.0025015,            0.075901
                  89,             0.05183,             0.01352,              0.0278,             0.40525,             0.84723,             0.45869,             0.11194,            0.037264,           0.0080281,            0.020134,           0.0025261,           0.0025261,            0.075626
                  90,            0.058789,            0.014086,            0.026412,             0.39973,                 0.8,             0.49111,             0.18606,            0.030826,            0.008311,            0.020327,           0.0025506,           0.0025506,            0.075351
                  91,            0.051217,            0.013818,            0.027241,             0.43447,                 0.9,             0.70701,             0.24513,            0.031384,           0.0083727,            0.020018,            0.002575,            0.002575,            0.075075
                  92,            0.050281,            0.014829,            0.027873,             0.64341,              0.8488,             0.83969,             0.39252,            0.026224,           0.0084629,            0.019849,           0.0025993,           0.0025993,            0.074799
                  93,            0.046646,            0.013207,            0.027304,             0.59538,                 0.9,             0.81906,             0.37199,            0.031358,           0.0080561,            0.019596,           0.0026235,           0.0026235,            0.074524
                  94,            0.045459,            0.015584,            0.025347,             0.76093,             0.86704,             0.92231,             0.55797,            0.022071,           0.0082971,            0.019078,           0.0026476,           0.0026476,            0.074248
                  95,            0.047972,            0.014013,             0.02581,             0.77273,                 0.7,             0.76798,             0.17845,            0.034569,           0.0079445,            0.018934,           0.0026715,           0.0026715,            0.073971
                  96,            0.057333,            0.014001,            0.027451,             0.77394,             0.69971,             0.77057,             0.34986,            0.022315,           0.0083338,            0.018718,           0.0026953,           0.0026953,            0.073695
                  97,            0.045717,            0.012847,            0.025504,             0.61256,                 0.7,             0.75638,             0.34316,            0.033562,           0.0075627,            0.018764,            0.002719,            0.002719,            0.073419
                  98,            0.049569,            0.013885,            0.025745,             0.75681,               0.875,             0.90285,             0.45525,            0.022951,           0.0082304,             0.01781,           0.0027425,           0.0027425,            0.073143
                  99,            0.048236,            0.014739,            0.024555,             0.61271,               0.475,             0.62481,             0.13835,            0.042185,            0.007617,            0.017304,            0.002766,            0.002766,            0.072866
                 100,            0.058921,            0.015226,            0.023777,             0.72517,             0.86046,             0.82127,             0.27601,            0.026986,           0.0082607,            0.016781,           0.0027893,           0.0027893,            0.072589
                 101,            0.050812,            0.015892,            0.023261,             0.74248,              0.8727,             0.90079,             0.43246,             0.02586,           0.0081901,            0.016632,           0.0028125,           0.0028125,            0.072312
                 102,            0.045497,            0.015131,            0.025936,             0.89175,              0.8855,             0.92607,             0.45342,             0.02744,           0.0079966,            0.016236,           0.0028355,           0.0028355,            0.072036
                 103,            0.052459,            0.012984,            0.023344,             0.71457,             0.88858,              0.7534,             0.24166,            0.037819,           0.0074503,            0.015933,           0.0028585,           0.0028585,            0.071758
                 104,            0.055034,            0.014794,            0.023184,             0.71086,             0.71212,             0.74282,             0.26978,            0.031341,           0.0076939,            0.015616,           0.0028813,           0.0028813,            0.071481
                 105,            0.050828,            0.014511,            0.023845,             0.82685,                0.85,             0.85352,             0.26344,            0.029358,           0.0078708,            0.015635,           0.0029039,           0.0029039,            0.071204
                 106,            0.049277,            0.012192,            0.022348,              0.8704,             0.95936,             0.97426,             0.45329,             0.02456,           0.0081488,            0.015253,           0.0029264,           0.0029264,            0.070926
                 107,            0.043904,            0.013047,            0.020625,             0.94871,             0.82509,              0.9619,             0.44688,            0.027448,           0.0077981,            0.014448,           0.0029488,           0.0029488,            0.070649
                 108,            0.042638,            0.012871,             0.02157,             0.86448,             0.95866,             0.92649,             0.45831,            0.029322,           0.0078914,            0.013595,           0.0029711,           0.0029711,            0.070371
                 109,            0.051239,            0.015592,            0.019395,             0.78946,             0.93984,              0.8721,             0.36838,            0.024603,            0.007899,            0.013168,           0.0029932,           0.0029932,            0.070093
                 110,            0.047003,            0.011475,            0.020827,             0.98859,               0.975,             0.99087,             0.64455,            0.019165,           0.0079673,            0.012178,           0.0030152,           0.0030152,            0.069815
                 111,            0.047131,            0.012503,            0.018529,             0.71476,             0.84571,             0.85632,             0.38829,            0.035026,           0.0070905,            0.011881,           0.0030371,           0.0030371,            0.069537
                 112,            0.040965,            0.012307,             0.01943,             0.98474,             0.92432,             0.98047,             0.46436,            0.024837,           0.0074587,            0.011106,           0.0030588,           0.0030588,            0.069259
                 113,            0.050213,            0.014965,            0.017941,              0.7504,             0.87486,             0.90246,             0.16025,            0.034232,           0.0073273,            0.010688,           0.0030804,           0.0030804,             0.06898
                 114,            0.053976,            0.012593,            0.017304,             0.93996,               0.925,             0.96606,             0.27145,            0.027302,           0.0074933,            0.010864,           0.0031018,           0.0031018,            0.068702
                 115,            0.049951,            0.014299,            0.017276,             0.81432,             0.87308,             0.89196,             0.23203,            0.031788,           0.0073915,            0.011285,           0.0031232,           0.0031232,            0.068423
                 116,            0.055331,            0.013081,            0.018464,             0.93465,                 0.8,              0.9513,             0.41596,            0.024951,           0.0075273,            0.012021,           0.0031443,           0.0031443,            0.068144
                 117,            0.050352,            0.012471,            0.020189,             0.71572,                 0.9,             0.85671,             0.43281,            0.029141,           0.0072474,           0.0098226,           0.0031653,           0.0031653,            0.067865
                 118,            0.046811,             0.01311,            0.017074,             0.90264,             0.91051,             0.94656,             0.46858,            0.028054,           0.0073155,           0.0089254,           0.0031862,           0.0031862,            0.067586
                 119,            0.045777,            0.014779,            0.015735,              0.9656,               0.975,              0.9813,             0.30484,            0.028858,           0.0073577,           0.0088905,            0.003207,            0.003207,            0.067307
                 120,            0.043254,            0.012942,            0.016996,             0.84479,             0.94933,             0.94605,             0.52923,            0.025104,           0.0072863,           0.0084207,           0.0032275,           0.0032275,            0.067028
                 121,            0.042375,            0.012761,            0.014303,             0.73996,             0.94911,             0.90724,             0.60683,             0.02318,           0.0073249,           0.0080396,            0.003248,            0.003248,            0.066748
                 122,            0.042482,             0.01479,            0.015406,             0.70518,             0.93941,              0.8526,             0.45636,            0.023892,           0.0073551,           0.0079322,           0.0032683,           0.0032683,            0.066468
                 123,            0.042461,            0.012338,            0.016412,             0.86523,             0.92489,             0.94311,             0.37968,            0.028721,           0.0071844,           0.0075769,           0.0032884,           0.0032884,            0.066188
                 124,            0.039196,            0.013216,            0.013085,             0.90983,               0.975,             0.97545,             0.63548,            0.022541,           0.0069548,           0.0074332,           0.0033085,           0.0033085,            0.065908
                 125,            0.044609,            0.013307,            0.011954,             0.85264,                0.85,             0.88686,             0.32212,            0.028163,           0.0072073,           0.0072042,           0.0033283,           0.0033283,            0.065628
                 126,            0.046332,            0.012825,            0.013784,             0.97646,             0.96473,             0.99386,             0.48677,            0.022551,           0.0070075,           0.0072262,            0.003348,            0.003348,            0.065348
                 127,            0.046858,            0.011783,            0.012275,             0.69806,               0.975,             0.86172,             0.22687,            0.034662,           0.0066062,           0.0069452,           0.0033676,           0.0033676,            0.065068
                 128,            0.050394,            0.012126,            0.011796,                   1,             0.86634,             0.98202,             0.52122,            0.024406,           0.0067481,           0.0069552,            0.003387,            0.003387,            0.064787
                 129,            0.044165,            0.010548,            0.015306,             0.78649,               0.975,             0.94583,             0.50756,             0.02039,           0.0067331,           0.0071399,           0.0034063,           0.0034063,            0.064506
                 130,            0.042627,            0.013026,            0.015038,             0.91277,             0.82379,             0.94421,             0.46132,            0.030017,           0.0065942,           0.0070825,           0.0034254,           0.0034254,            0.064225
                 131,            0.048544,            0.011618,             0.01328,             0.67314,                0.75,             0.82035,              0.2735,              0.0279,           0.0067859,           0.0069378,           0.0034443,           0.0034443,            0.063944
                 132,            0.041027,            0.012093,            0.017592,             0.83299,             0.99992,             0.95615,             0.43367,            0.024135,           0.0066764,           0.0066288,           0.0034631,           0.0034631,            0.063663
                 133,            0.044222,            0.014383,            0.012476,             0.75572,                   1,             0.90656,             0.45926,            0.028154,            0.006789,           0.0068375,           0.0034818,           0.0034818,            0.063382
                 134,            0.040252,            0.012509,            0.010545,             0.56814,             0.99947,             0.75262,              0.3509,            0.024867,            0.006613,           0.0067165,           0.0035003,           0.0035003,              0.0631
                 135,            0.049835,            0.010558,            0.013553,             0.59328,             0.96717,             0.79786,             0.21885,            0.034067,           0.0065704,            0.006405,           0.0035186,           0.0035186,            0.062819
                 136,            0.051534,            0.012151,            0.015323,             0.78619,                   1,             0.94806,             0.32932,            0.025371,           0.0066535,            0.006255,           0.0035368,           0.0035368,            0.062537
                 137,            0.043052,             0.01148,            0.014986,              0.8259,             0.90171,             0.90698,             0.57045,            0.024977,           0.0066217,           0.0062567,           0.0035548,           0.0035548,            0.062255
                 138,            0.048899,            0.012795,            0.013303,             0.58477,             0.97968,             0.77517,             0.40468,            0.027464,           0.0064933,           0.0061305,           0.0035727,           0.0035727,            0.061973
                 139,            0.046983,            0.011121,             0.01032,             0.71469,              0.9986,             0.93836,               0.419,            0.029023,           0.0067061,           0.0061408,           0.0035904,           0.0035904,             0.06169
                 140,            0.047154,            0.013043,              0.0119,             0.87229,               0.985,             0.90267,             0.49331,            0.022603,           0.0068571,           0.0061735,            0.003608,            0.003608,            0.061408
                 141,            0.044575,             0.01034,            0.012987,             0.59935,               0.975,              0.8184,             0.32923,             0.03425,           0.0065667,           0.0060832,           0.0036254,           0.0036254,            0.061125
                 142,            0.048061,            0.012506,            0.013737,             0.82564,             0.94843,             0.95633,             0.51748,            0.024547,           0.0067841,           0.0060638,           0.0036426,           0.0036426,            0.060843
                 143,            0.044139,            0.011702,            0.012916,             0.72113,                0.95,             0.82239,             0.35443,            0.026253,           0.0066662,           0.0058965,           0.0036597,           0.0036597,             0.06056
                 144,            0.048637,            0.013063,            0.012995,             0.84514,             0.93187,              0.9906,             0.54683,            0.021776,           0.0064809,           0.0055578,           0.0036766,           0.0036766,            0.060277
                 145,            0.044796,           0.0097566,            0.010839,             0.51536,             0.98705,             0.73847,             0.48867,            0.026777,           0.0064392,           0.0052877,           0.0036934,           0.0036934,            0.059993
                 146,            0.042451,            0.013321,            0.010739,                   1,             0.99267,             0.99505,             0.72229,            0.019105,           0.0063986,           0.0051812,             0.00371,             0.00371,             0.05971
                 147,            0.039246,            0.012471,            0.010777,             0.96157,             0.95297,             0.99505,             0.43759,            0.027214,            0.006463,           0.0049971,           0.0037264,           0.0037264,            0.059426
                 148,            0.045125,            0.014563,            0.010459,             0.69055,                   1,             0.89597,             0.48478,               0.022,           0.0064212,            0.004934,           0.0037427,           0.0037427,            0.059143
                 149,            0.043782,            0.011961,           0.0099602,             0.53674,                   1,             0.78032,              0.2548,            0.029028,           0.0063301,           0.0048777,           0.0037588,           0.0037588,            0.058859
                 150,            0.044677,            0.012295,            0.013847,              0.9955,                   1,             0.99505,             0.69593,            0.017247,           0.0061578,           0.0049389,           0.0037747,           0.0037747,            0.058575
                 151,            0.038841,            0.010701,           0.0095656,             0.83976,             0.94832,             0.94831,             0.54852,            0.023642,           0.0061155,           0.0048542,           0.0037905,           0.0037905,             0.05829
                 152,            0.037483,            0.010998,            0.010016,             0.82002,             0.99975,             0.98423,             0.69563,            0.022095,           0.0060257,           0.0049076,           0.0038061,           0.0038061,            0.058006
                 153,            0.040322,            0.010549,            0.010515,             0.60032,               0.975,             0.92706,             0.45952,             0.02991,           0.0062564,           0.0051384,           0.0038216,           0.0038216,            0.057722
                 154,            0.044862,            0.013147,            0.012411,             0.97627,             0.96337,             0.99506,             0.59199,            0.019596,           0.0060119,           0.0049373,           0.0038369,           0.0038369,            0.057437
                 155,            0.040731,            0.011433,           0.0099197,             0.74844,                0.85,             0.89617,             0.36297,            0.030212,           0.0062005,           0.0046939,            0.003852,            0.003852,            0.057152
                 156,            0.046238,              0.0105,            0.013117,             0.99785,               0.975,             0.99279,             0.48029,            0.023527,           0.0060086,           0.0048268,           0.0038669,           0.0038669,            0.056867
                 157,            0.045119,            0.012049,           0.0093981,             0.72819,               0.975,             0.86546,              0.5707,            0.028494,           0.0061304,           0.0050194,           0.0038817,           0.0038817,            0.056582
                 158,            0.042142,            0.011848,            0.011693,             0.78023,             0.91817,             0.90439,             0.56024,            0.021201,           0.0060713,           0.0055615,           0.0038963,           0.0038963,            0.056296
                 159,            0.042269,            0.011255,            0.010992,             0.73841,             0.97397,             0.88026,             0.41119,            0.028547,           0.0060201,           0.0052276,           0.0039108,           0.0039108,            0.056011
                 160,            0.047993,            0.010845,            0.011873,             0.92244,             0.99918,             0.99507,             0.66804,            0.021305,           0.0060408,             0.00487,           0.0039251,           0.0039251,            0.055725
                 161,            0.042631,            0.012356,           0.0098962,             0.78971,                   1,             0.96453,             0.68174,            0.019725,           0.0060594,            0.004809,           0.0039392,           0.0039392,            0.055439
