               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.038738,            0.010222,            0.007643,             0.96474,                   1,             0.99269,             0.54559,            0.020937,           0.0060176,           0.0046729,           0.0039531,           0.0039531,            0.055153
                 163,            0.041272,            0.011534,             0.01204,             0.97184,             0.99943,             0.99388,             0.39966,            0.024648,           0.0060671,            0.004621,           0.0039669,           0.0039669,            0.054867
                 164,            0.045321,            0.010726,           0.0094876,              0.9787,                   1,             0.99506,              0.7612,            0.020113,           0.0058916,           0.0047451,           0.0039805,           0.0039805,            0.054581
                 165,            0.037292,            0.012529,           0.0094589,             0.90073,                   1,             0.95987,             0.60809,            0.022785,           0.0060458,           0.0049595,            0.003994,            0.003994,            0.054294
                 166,            0.035319,            0.010109,           0.0086564,             0.94797,               0.975,             0.97575,             0.59952,            0.017756,           0.0059718,           0.0051776,           0.0040072,           0.0040072,            0.054007
                 167,            0.038259,            0.010791,            0.012429,             0.57703,                0.75,             0.75571,             0.16245,            0.035241,           0.0060833,           0.0051109,           0.0040203,           0.0040203,             0.05372
                 168,            0.059117,            0.009751,            0.011878,             0.60613,             0.81798,             0.74373,             0.23765,            0.030532,           0.0060994,           0.0049216,           0.0040333,           0.0040333,            0.053433
                 169,            0.048225,           0.0097744,           0.0099947,             0.75065,             0.89602,             0.87836,             0.50822,            0.023989,            0.006133,           0.0051489,            0.004046,            0.004046,            0.053146
                 170,            0.045842,            0.013451,            0.011487,             0.63783,             0.95612,             0.75252,              0.3163,            0.026597,           0.0061048,           0.0052215,           0.0040586,           0.0040586,            0.052859
                 171,            0.046591,            0.012253,             0.01112,             0.99683,             0.91623,              0.9799,             0.63978,            0.024898,           0.0060951,           0.0054255,           0.0040711,           0.0040711,            0.052571
                 172,            0.050102,           0.0095232,            0.012673,             0.59368,              0.9507,             0.79912,              0.3224,            0.025853,           0.0062766,           0.0059254,           0.0040833,           0.0040833,            0.052283
                 173,            0.047864,            0.013259,           0.0097319,             0.99996,             0.99984,             0.99509,             0.67147,            0.022471,           0.0060452,           0.0059961,           0.0040954,           0.0040954,            0.051995
                 174,            0.041806,            0.011135,            0.011299,             0.92638,             0.99955,             0.98674,             0.63375,             0.02026,           0.0061762,           0.0064683,           0.0041073,           0.0041073,            0.051707
                 175,             0.03763,            0.010675,            0.008764,               0.767,             0.99996,               0.904,             0.65497,            0.019175,           0.0059782,            0.006583,            0.004119,            0.004119,            0.051419
                 176,            0.043605,            0.012544,           0.0091745,             0.76988,             0.94259,             0.90096,             0.61854,            0.027543,           0.0057981,           0.0060373,           0.0041306,           0.0041306,            0.051131
                 177,            0.054009,            0.011687,            0.011769,             0.63662,             0.90477,             0.84107,              0.5711,            0.022597,           0.0058492,           0.0067804,            0.004142,            0.004142,            0.050842
                 178,            0.045755,            0.011324,            0.009202,             0.74183,               0.925,             0.89653,             0.43958,            0.026977,           0.0058615,           0.0055211,           0.0041532,           0.0041532,            0.050553
                 179,            0.048369,           0.0098393,            0.014755,             0.59192,             0.86218,             0.81133,             0.62379,            0.029382,            0.005614,           0.0058092,           0.0041642,           0.0041642,            0.050264
                 180,            0.045831,            0.011506,           0.0084186,             0.91613,               0.875,             0.94897,             0.54951,            0.024773,           0.0058076,           0.0058759,           0.0041751,           0.0041751,            0.049975
                 181,            0.044461,            0.010248,            0.010531,             0.78148,             0.79588,             0.87897,             0.54371,            0.027981,           0.0058937,            0.005637,           0.0041858,           0.0041858,            0.049686
                 182,            0.043565,            0.010285,           0.0081525,             0.95329,                   1,             0.98827,             0.67544,            0.017948,           0.0061665,           0.0055521,           0.0041963,           0.0041963,            0.049396
                 183,            0.037902,            0.010946,           0.0081748,             0.80951,             0.98817,             0.93826,             0.57305,            0.022222,           0.0060718,           0.0053391,           0.0042067,           0.0042067,            0.049107
                 184,            0.046007,            0.010238,            0.013795,             0.88879,             0.99948,             0.96795,             0.61028,            0.018918,           0.0060725,           0.0052864,           0.0042168,           0.0042168,            0.048817
                 185,            0.038402,            0.013216,            0.013201,             0.93474,             0.92424,             0.97998,             0.68782,            0.024444,           0.0058764,           0.0049014,           0.0042268,           0.0042268,            0.048527
                 186,            0.045582,            0.012845,            0.008988,             0.97559,             0.93227,              0.9909,             0.32483,            0.027558,           0.0059092,           0.0046398,           0.0042367,           0.0042367,            0.048237
                 187,            0.044762,           0.0094347,           0.0097666,             0.92871,             0.99986,             0.98825,             0.68223,            0.021403,           0.0056804,           0.0046848,           0.0042463,           0.0042463,            0.047946
                 188,            0.034722,             0.01084,           0.0089141,             0.94488,             0.90009,             0.99386,             0.36136,            0.026673,           0.0059709,           0.0047188,           0.0042558,           0.0042558,            0.047656
                 189,            0.042885,            0.010771,           0.0094783,             0.96362,               0.975,             0.99028,             0.62308,            0.019626,           0.0057782,           0.0046375,           0.0042651,           0.0042651,            0.047365
                 190,            0.044226,           0.0093615,           0.0087802,             0.87769,               0.875,             0.89846,             0.61777,            0.022563,           0.0059071,           0.0048286,           0.0042743,           0.0042743,            0.047074
                 191,            0.042931,            0.011106,            0.010282,             0.78393,               0.975,             0.86975,              0.2994,            0.026764,           0.0058152,           0.0049886,           0.0042832,           0.0042832,            0.046783
                 192,            0.045863,            0.011321,           0.0078798,              0.7351,             0.87059,             0.88616,             0.58624,            0.025437,           0.0060245,           0.0052962,            0.004292,            0.004292,            0.046492
                 193,            0.038713,            0.011656,           0.0092989,             0.90892,             0.92447,             0.96544,             0.68646,            0.020071,           0.0058194,           0.0051968,           0.0043006,           0.0043006,            0.046201
                 194,            0.034902,           0.0099586,           0.0079767,              0.7623,             0.80219,             0.87236,             0.56114,            0.023239,           0.0055239,           0.0050059,           0.0043091,           0.0043091,            0.045909
                 195,            0.047042,            0.011876,           0.0089562,             0.97149,             0.91335,             0.98286,             0.71669,            0.025479,           0.0056258,           0.0047519,           0.0043174,           0.0043174,            0.045617
                 196,            0.048332,            0.010864,            0.008588,             0.79668,             0.95432,             0.87832,             0.59084,            0.022013,            0.005427,           0.0048294,           0.0043255,           0.0043255,            0.045325
                 197,            0.041298,           0.0094609,            0.010018,              0.8931,             0.88299,             0.93409,              0.4803,            0.022064,           0.0053814,           0.0051078,           0.0043334,           0.0043334,            0.045033
                 198,            0.039482,            0.009966,              0.0102,             0.87693,             0.95002,             0.96434,             0.70894,            0.023513,            0.005383,           0.0051433,           0.0043411,           0.0043411,            0.044741
                 199,            0.039457,            0.011363,           0.0087092,             0.96748,             0.99994,             0.99387,             0.72482,            0.019417,           0.0055802,           0.0045385,           0.0043487,           0.0043487,            0.044449
                 200,            0.038371,            0.011052,            0.011968,             0.99998,             0.98568,             0.99507,             0.62204,            0.021716,           0.0054207,           0.0045294,           0.0043561,           0.0043561,            0.044156
                 201,            0.042482,           0.0099706,           0.0075191,             0.89406,             0.97461,             0.95718,             0.42682,            0.019553,           0.0055115,           0.0046393,           0.0043633,           0.0043633,            0.043863
                 202,            0.037201,            0.010895,           0.0083748,             0.85102,             0.93307,              0.8901,             0.58512,            0.022111,            0.005443,           0.0044337,           0.0043704,           0.0043704,             0.04357
                 203,            0.035829,           0.0098257,           0.0067503,             0.98813,             0.99995,             0.99506,              0.7693,            0.015597,           0.0054104,           0.0043927,           0.0043773,           0.0043773,            0.043277
                 204,            0.033756,            0.010409,            0.010563,             0.99736,             0.99973,             0.99507,             0.66799,            0.017615,           0.0052349,           0.0042328,            0.004384,            0.004384,            0.042984
                 205,            0.048859,            0.010815,           0.0098078,             0.76113,                   1,             0.87285,             0.50547,            0.020635,           0.0054792,           0.0040769,           0.0043906,           0.0043906,            0.042691
                 206,            0.039343,           0.0074501,           0.0085445,              0.9045,             0.95894,             0.97556,             0.52635,            0.031185,           0.0053246,           0.0039635,           0.0043969,           0.0043969,            0.042397
                 207,            0.047136,           0.0097049,           0.0069129,              0.8951,             0.96038,             0.96244,             0.71221,            0.023804,           0.0051455,           0.0040327,           0.0044031,           0.0044031,            0.042103
                 208,             0.04543,            0.012125,           0.0071872,             0.99965,             0.99287,             0.99507,             0.44762,            0.024414,           0.0054616,           0.0040255,           0.0044091,           0.0044091,            0.041809
                 209,            0.040792,            0.011498,           0.0080892,             0.88041,              0.9582,             0.97805,             0.75837,             0.02398,           0.0056232,           0.0042492,            0.004415,            0.004415,            0.041515
                 210,            0.044185,            0.010411,           0.0070793,               0.897,                   1,             0.99091,             0.71734,            0.017212,           0.0055522,           0.0042442,           0.0044207,           0.0044207,            0.041221
                 211,            0.038038,            0.010274,           0.0083142,             0.84966,             0.98555,              0.9703,             0.59833,            0.021795,           0.0055306,           0.0041927,           0.0044262,           0.0044262,            0.040926
                 212,            0.036638,            0.010177,            0.011752,             0.80616,             0.96962,             0.87826,             0.59591,            0.019964,           0.0054554,           0.0040114,           0.0044315,           0.0044315,            0.040632
                 213,            0.036902,            0.009254,            0.008681,             0.97183,             0.94804,             0.97679,             0.73637,            0.023154,           0.0055717,           0.0040109,           0.0044367,           0.0044367,            0.040337
                 214,             0.04098,           0.0090833,           0.0086461,             0.97563,             0.99931,             0.99507,             0.76012,            0.017964,           0.0053375,           0.0041814,           0.0044417,           0.0044417,            0.040042
                 215,            0.034376,            0.011458,           0.0096806,             0.78063,              0.9501,             0.95843,             0.55872,            0.022232,           0.0055826,           0.0039239,           0.0044466,           0.0044466,            0.039747
                 216,            0.043714,            0.010299,            0.010089,             0.98195,                   1,             0.99508,             0.59636,            0.018332,            0.005271,           0.0039069,           0.0044512,           0.0044512,            0.039451
                 217,            0.035384,            0.010993,           0.0078777,             0.99652,             0.99981,             0.99507,             0.62446,            0.018674,           0.0054411,           0.0038749,           0.0044557,           0.0044557,            0.039156
                 218,            0.034537,           0.0099603,           0.0080134,             0.99641,              0.8993,             0.97914,             0.71439,            0.021429,           0.0052385,            0.003993,             0.00446,             0.00446,             0.03886
                 219,            0.038184,           0.0082837,            0.011253,             0.95647,                   1,              0.9915,             0.83008,            0.014941,           0.0049713,           0.0047725,           0.0044642,           0.0044642,            0.038564
                 220,            0.030227,           0.0087782,           0.0089728,             0.88248,             0.99995,             0.98318,             0.63776,            0.021042,           0.0050269,           0.0039994,           0.0044682,           0.0044682,            0.038268
                 221,            0.038392,           0.0093889,            0.010094,             0.78378,                   1,             0.98466,             0.58623,            0.017951,           0.0051241,           0.0044102,            0.004472,            0.004472,            0.037972
                 222,            0.038898,           0.0095595,           0.0082455,             0.85762,             0.98333,             0.99507,             0.67192,            0.020084,           0.0050459,           0.0046668,           0.0044757,           0.0044757,            0.037676
                 223,            0.036944,           0.0089615,           0.0072681,             0.77764,             0.95929,             0.89044,             0.58111,            0.020242,           0.0051767,           0.0052997,           0.0044791,           0.0044791,            0.037379
                 224,            0.035047,            0.010586,            0.007157,             0.94114,                   1,             0.98921,             0.70981,            0.016747,           0.0049321,           0.0048814,           0.0044825,           0.0044825,            0.037082
                 225,            0.035703,           0.0092059,           0.0059398,             0.99374,             0.99887,             0.99507,              0.7171,            0.017545,           0.0051418,           0.0048679,           0.0044856,           0.0044856,            0.036786
                 226,            0.038867,           0.0093034,            0.007063,             0.84143,             0.99999,             0.97552,             0.60799,            0.020448,           0.0051549,           0.0045227,           0.0044886,           0.0044886,            0.036489
                 227,            0.040749,            0.010488,           0.0071212,             0.76273,                   1,             0.90143,             0.50207,            0.017776,           0.0053546,           0.0044382,           0.0044914,           0.0044914,            0.036191
                 228,            0.039709,           0.0092193,            0.009451,             0.99889,                   1,             0.99508,             0.61682,            0.019846,           0.0049439,           0.0041938,           0.0044941,           0.0044941,            0.035894
                 229,             0.03624,           0.0094348,           0.0064685,             0.95412,                   1,             0.98132,             0.67603,            0.015813,           0.0048618,           0.0040595,           0.0044966,           0.0044966,            0.035597
                 230,            0.036562,            0.010023,            0.007169,             0.99942,                   1,             0.99508,             0.63772,            0.020993,           0.0048423,           0.0037107,           0.0044989,           0.0044989,            0.035299
                 231,            0.036562,           0.0095983,           0.0062499,             0.99946,             0.99264,             0.99507,             0.71473,            0.015941,           0.0046999,            0.003703,           0.0045011,           0.0045011,            0.035001
                 232,            0.032091,            0.010201,           0.0072678,              0.9988,                   1,             0.99508,             0.60209,            0.018768,           0.0047853,           0.0036596,           0.0045031,           0.0045031,            0.034703
                 233,            0.035111,            0.010703,           0.0063609,             0.99827,                   1,             0.99507,             0.85529,            0.013023,           0.0045729,           0.0036869,           0.0045049,           0.0045049,            0.034405
                 234,            0.035016,           0.0098314,           0.0080988,             0.99737,                   1,             0.99509,             0.60256,            0.022994,           0.0049665,           0.0036315,           0.0045066,           0.0045066,            0.034107
                 235,            0.040451,           0.0082576,           0.0064475,             0.76226,                   1,             0.89052,             0.58922,            0.020755,           0.0048265,           0.0037391,           0.0045081,           0.0045081,            0.033808
                 236,            0.037251,           0.0083514,           0.0069538,             0.81184,                   1,             0.96191,             0.58548,            0.016807,           0.0048315,           0.0038575,           0.0045095,           0.0045095,            0.033509
                 237,            0.036408,           0.0086669,           0.0071087,             0.91708,             0.99661,             0.98061,             0.73622,            0.018188,           0.0048058,           0.0039322,           0.0045107,           0.0045107,            0.033211
                 238,            0.030837,           0.0089141,           0.0070046,             0.99908,                   1,              0.9951,             0.74362,            0.014345,           0.0047326,           0.0039575,           0.0045117,           0.0045117,            0.032912
                 239,            0.034639,           0.0089924,           0.0066162,              0.9989,                   1,              0.9951,             0.76974,            0.018305,            0.004825,           0.0038377,           0.0045126,           0.0045126,            0.032613
                 240,            0.036491,           0.0085342,           0.0063483,             0.99819,                   1,              0.9951,             0.69139,            0.015501,           0.0047273,           0.0038223,           0.0045133,           0.0045133,            0.032313
                 241,            0.029607,           0.0079979,           0.0058962,             0.99871,             0.99992,              0.9951,             0.77695,            0.016152,           0.0046565,           0.0037113,           0.0045139,           0.0045139,            0.032014
                 242,            0.034692,           0.0095688,           0.0055669,             0.98509,                   1,              0.9951,             0.68017,            0.017333,           0.0047292,           0.0037015,           0.0045143,           0.0045143,            0.031714
                 243,            0.030437,           0.0083895,           0.0060345,             0.97587,                   1,             0.99272,             0.75308,            0.015181,             0.00466,           0.0036735,           0.0045146,           0.0045146,            0.031415
                 244,            0.036596,           0.0075475,           0.0051736,             0.99971,                   1,             0.99512,             0.74189,            0.017752,           0.0047218,           0.0036218,           0.0045147,           0.0045147,            0.031115
                 245,             0.03417,           0.0085323,           0.0059977,             0.88717,                   1,             0.95747,             0.71305,            0.015343,           0.0046593,            0.003686,           0.0045146,           0.0045146,            0.030815
                 246,            0.028002,           0.0089024,           0.0058926,             0.99914,                   1,             0.99511,             0.84878,            0.012587,           0.0046348,           0.0037451,           0.0045144,           0.0045144,            0.030514
                 247,            0.027215,           0.0084761,            0.006911,             0.91539,                   1,             0.95345,             0.72157,            0.014107,           0.0046679,           0.0037329,            0.004514,            0.004514,            0.030214
                 248,            0.029093,           0.0081843,           0.0057225,             0.71689,             0.99978,             0.94049,             0.71003,            0.017301,           0.0048262,           0.0039016,           0.0045135,           0.0045135,            0.029913
                 249,             0.03252,           0.0091749,            0.006685,             0.99704,                   1,             0.99511,             0.86309,            0.014598,           0.0045614,           0.0039505,           0.0045128,           0.0045128,            0.029613
                 250,            0.029648,           0.0083896,           0.0070367,             0.99992,             0.98239,             0.99511,             0.73154,            0.016446,           0.0046368,           0.0038346,            0.004512,            0.004512,            0.029312
                 251,             0.03807,            0.008516,            0.008029,             0.80527,                   1,             0.96075,             0.78923,            0.020821,           0.0047659,           0.0036319,            0.004511,            0.004511,            0.029011
                 252,            0.038524,           0.0090801,           0.0073603,             0.75612,                   1,             0.93095,             0.51971,            0.021239,           0.0048401,            0.003702,           0.0045099,           0.0045099,             0.02871
                 253,            0.033855,           0.0084169,           0.0078243,             0.97486,                   1,             0.99512,             0.74252,            0.017261,           0.0046017,           0.0037736,           0.0045086,           0.0045086,            0.028409
                 254,            0.030462,           0.0098814,           0.0058606,             0.90353,             0.99973,             0.99511,              0.5608,            0.019055,            0.004653,           0.0038235,           0.0045072,           0.0045072,            0.028107
                 255,              0.0317,            0.010025,           0.0088657,              0.9752,                   1,             0.99514,             0.74182,             0.01711,           0.0044891,           0.0037396,           0.0045056,           0.0045056,            0.027806
                 256,            0.035463,           0.0075529,           0.0074675,             0.99624,                   1,             0.99515,             0.85519,            0.014378,           0.0043716,           0.0038211,           0.0045039,           0.0045039,            0.027504
                 257,            0.030993,            0.009457,           0.0070106,             0.99756,                   1,             0.99517,             0.78895,            0.015378,           0.0043052,           0.0037265,           0.0045021,           0.0045021,            0.027202
                 258,            0.028548,            0.010489,           0.0079257,             0.74635,                   1,             0.91525,             0.62449,            0.017444,           0.0043384,            0.003623,              0.0045,              0.0045,              0.0269
                 259,            0.033357,           0.0092138,           0.0057611,             0.99955,                   1,             0.99517,             0.77276,            0.015538,           0.0043535,           0.0035652,           0.0044979,           0.0044979,            0.026598
                 260,            0.032925,           0.0090496,           0.0067038,             0.95467,             0.99902,             0.99398,             0.76208,            0.014144,           0.0043232,           0.0035092,           0.0044956,           0.0044956,            0.026296
                 261,            0.032553,           0.0075404,           0.0056092,             0.99831,                   1,             0.99512,              0.5838,              0.0168,           0.0043764,           0.0033934,           0.0044932,           0.0044932,            0.025993
                 262,            0.029446,           0.0082734,           0.0052304,             0.97547,                   1,             0.98676,             0.84179,            0.016952,           0.0044061,            0.003309,           0.0044906,           0.0044906,            0.025691
                 263,            0.036816,           0.0093924,           0.0062148,             0.93378,                   1,             0.96368,             0.66602,             0.01951,           0.0044671,           0.0031964,           0.0044878,           0.0044878,            0.025388
                 264,            0.036421,           0.0088622,           0.0065152,             0.91575,                   1,             0.95883,             0.71944,            0.015905,           0.0044641,           0.0033819,            0.004485,            0.004485,            0.025085
                 265,            0.032688,           0.0069278,           0.0054218,             0.68492,                   1,             0.87951,             0.51746,            0.019474,           0.0045074,           0.0033876,            0.004482,            0.004482,            0.024782
                 266,            0.032917,           0.0081347,            0.012065,             0.99614,                   1,             0.99515,             0.84501,            0.013638,           0.0044892,           0.0035671,           0.0044788,           0.0044788,            0.024479
                 267,            0.027858,           0.0091801,           0.0063596,             0.99537,              0.9992,             0.99516,             0.80994,            0.013156,           0.0044164,           0.0035837,           0.0044756,           0.0044756,            0.024176
                 268,            0.029357,            0.011085,           0.0078331,             0.99726,                   1,             0.99516,             0.67171,            0.015999,           0.0045356,            0.003576,           0.0044722,           0.0044722,            0.023872
                 269,            0.031591,           0.0088815,           0.0052019,             0.94593,                   1,             0.98315,             0.73128,            0.016624,           0.0046271,           0.0034817,           0.0044686,           0.0044686,            0.023569
                 270,            0.035861,           0.0086616,           0.0082629,             0.77012,             0.99986,             0.92714,             0.75245,            0.016433,           0.0045097,           0.0034667,           0.0044649,           0.0044649,            0.023265
                 271,            0.032187,            0.007654,           0.0060189,             0.99627,             0.99999,             0.99528,             0.68122,            0.014119,           0.0045267,             0.00344,           0.0044611,           0.0044611,            0.022961
                 272,            0.024993,           0.0086646,           0.0062026,             0.99936,                   1,              0.9953,             0.81432,            0.012441,           0.0044594,           0.0035098,           0.0044572,           0.0044572,            0.022657
                 273,            0.026573,           0.0084848,            0.005432,             0.99582,                   1,             0.99536,             0.76704,            0.014817,           0.0045154,           0.0034653,           0.0044531,           0.0044531,            0.022353
                 274,            0.034548,           0.0085938,           0.0070677,             0.99383,                   1,             0.99534,             0.78477,             0.01248,           0.0043257,           0.0034158,           0.0044489,           0.0044489,            0.022049
                 275,            0.029383,           0.0094412,           0.0060951,             0.98771,                   1,             0.99533,             0.75806,              0.0156,           0.0043574,            0.003235,           0.0044445,           0.0044445,            0.021745
                 276,            0.036935,           0.0091978,           0.0066217,             0.99813,             0.99992,             0.99538,             0.71841,            0.014196,           0.0041666,           0.0031634,             0.00444,             0.00444,             0.02144
                 277,            0.029189,           0.0089261,           0.0051763,               0.976,                   1,             0.98462,             0.79907,            0.014405,           0.0040472,           0.0030617,           0.0044354,           0.0044354,            0.021135
                 278,             0.02949,           0.0087351,           0.0087271,               0.976,                   1,             0.98462,             0.79907,            0.014405,           0.0040472,           0.0030617,           0.0044307,           0.0044307,            0.020831
                 279,            0.028412,             0.00787,           0.0055867,             0.71188,             0.97267,             0.91067,             0.75578,            0.015698,           0.0039887,           0.0030121,           0.0044259,           0.0044259,            0.020526
                 280,             0.02465,           0.0078174,           0.0094901,             0.99869,             0.99973,             0.99526,             0.79607,             0.01301,           0.0037471,           0.0029518,           0.0044209,           0.0044209,            0.020221
                 281,            0.026759,           0.0070086,           0.0058363,             0.99752,                   1,             0.99521,             0.73341,            0.016202,            0.003993,           0.0028373,           0.0044158,           0.0044158,            0.019916
                 282,            0.029866,            0.008727,           0.0043872,             0.99752,                   1,             0.99521,             0.73341,            0.016202,            0.003993,           0.0028373,           0.0044106,           0.0044106,            0.019611
                 283,            0.029407,           0.0081911,           0.0081568,             0.97151,               0.975,             0.99169,             0.73679,            0.018397,           0.0040269,           0.0028333,           0.0044052,           0.0044052,            0.019305
                 284,            0.029256,           0.0071805,           0.0066564,              0.9955,                   1,             0.99519,             0.81373,            0.013983,           0.0038715,           0.0029114,           0.0043998,           0.0043998,               0.019
                 285,             0.02936,           0.0092358,            0.006848,             0.97121,                   1,             0.99517,             0.61181,            0.018076,           0.0042168,           0.0029894,           0.0043942,           0.0043942,            0.018694
                 286,            0.030976,           0.0093382,           0.0070997,             0.97121,                   1,             0.99517,             0.61181,            0.018076,           0.0042168,           0.0029894,           0.0043885,           0.0043885,            0.018389
                 287,            0.029031,           0.0079921,           0.0075496,             0.90454,                   1,             0.98925,             0.65502,            0.017062,           0.0041238,           0.0031318,           0.0043827,           0.0043827,            0.018083
                 288,            0.025987,            0.006297,           0.0073817,               0.981,             0.99998,             0.99517,             0.81667,            0.014768,           0.0040115,           0.0033998,           0.0043768,           0.0043768,            0.017777
                 289,            0.025303,           0.0075083,           0.0073341,              0.7625,                   1,             0.99398,             0.76719,             0.01401,           0.0039434,            0.003207,           0.0043707,           0.0043707,            0.017471
                 290,             0.02865,           0.0086437,           0.0067101,              0.7625,                   1,             0.99398,             0.76719,             0.01401,           0.0039434,            0.003207,           0.0043646,           0.0043646,            0.017165
                 291,            0.024613,           0.0078285,           0.0070537,             0.82295,             0.97514,             0.99397,             0.83282,            0.013366,           0.0039268,           0.0032224,           0.0043583,           0.0043583,            0.016858
                 292,            0.021715,           0.0076835,           0.0072132,             0.99727,             0.99996,             0.99515,             0.81405,            0.010362,           0.0037232,           0.0031987,           0.0043519,           0.0043519,            0.016552
                 293,            0.023666,            0.010285,            0.005499,             0.99801,                   1,             0.99515,              0.6711,            0.017145,           0.0041514,           0.0031612,           0.0043454,           0.0043454,            0.016245
                 294,            0.031249,           0.0084941,           0.0073131,             0.99801,                   1,             0.99515,              0.6711,            0.017145,           0.0041514,           0.0031612,           0.0043388,           0.0043388,            0.015939
                 295,            0.029798,           0.0075896,           0.0051583,             0.99925,                   1,             0.99515,              0.7233,            0.015164,           0.0040103,           0.0031102,           0.0043321,           0.0043321,            0.015632
                 296,            0.025669,           0.0077388,           0.0042642,             0.99945,                   1,             0.99516,             0.78664,            0.012253,           0.0037027,           0.0030795,           0.0043253,           0.0043253,            0.015325
                 297,            0.026349,           0.0075324,           0.0056177,             0.99932,                   1,             0.99516,             0.82543,            0.014088,            0.003822,           0.0030797,           0.0043184,           0.0043184,            0.015018
                 298,            0.027403,            0.007736,              0.0106,             0.99932,                   1,             0.99516,             0.82543,            0.014088,            0.003822,           0.0030797,           0.0043114,           0.0043114,            0.014711
                 299,            0.026708,           0.0081816,           0.0060359,             0.95313,                   1,             0.99039,             0.80852,            0.014981,           0.0038742,           0.0030995,           0.0043043,           0.0043043,            0.014404
                 300,            0.025086,           0.0077259,            0.005999,             0.99861,                   1,             0.99517,             0.85918,            0.010497,           0.0037463,           0.0031493,           0.0042971,           0.0042971,            0.014097
                 301,            0.024624,           0.0081652,           0.0082057,             0.97557,             0.99143,             0.99516,             0.76443,            0.013591,              0.0039,            0.003144,           0.0042897,           0.0042897,             0.01379
                 302,            0.028445,           0.0083488,           0.0082757,             0.97557,             0.99143,             0.99516,             0.76443,            0.013591,              0.0039,            0.003144,           0.0042823,           0.0042823,            0.013482
                 303,            0.025182,           0.0083479,           0.0083204,             0.99858,                   1,             0.99517,             0.84616,            0.011743,           0.0037792,            0.003127,           0.0042748,           0.0042748,            0.013175
                 304,            0.023659,           0.0067589,           0.0051752,             0.99875,                   1,             0.99516,             0.83353,            0.011478,           0.0038013,           0.0030859,           0.0042672,           0.0042672,            0.012867
                 305,            0.023703,           0.0074849,            0.006768,             0.99849,                   1,             0.99524,             0.81493,            0.014277,           0.0037327,           0.0029803,           0.0042595,           0.0042595,             0.01256
                 306,            0.027991,           0.0066457,             0.01164,             0.99849,                   1,             0.99524,             0.81493,            0.014277,           0.0037327,           0.0029803,           0.0042517,           0.0042517,            0.012252
                 307,            0.025288,           0.0089263,           0.0088971,             0.99861,                   1,             0.99526,             0.81198,            0.015845,           0.0037416,           0.0029427,           0.0042438,           0.0042438,            0.011944
                 308,             0.02514,           0.0076754,             0.01895,             0.99813,                   1,             0.99526,             0.79057,            0.012593,           0.0036646,           0.0030902,           0.0042359,           0.0042359,            0.011636
                 309,            0.027842,           0.0074448,           0.0050323,             0.99825,                   1,             0.99523,             0.71467,            0.014686,           0.0038558,           0.0030669,           0.0042278,           0.0042278,            0.011328
                 310,            0.029106,           0.0093772,            0.010357,             0.99825,                   1,             0.99523,             0.71467,            0.014686,           0.0038558,           0.0030669,           0.0042196,           0.0042196,             0.01102
                 311,            0.029091,           0.0078854,           0.0055633,             0.99864,                   1,             0.99521,             0.67367,            0.014646,           0.0039018,           0.0030273,           0.0042114,           0.0042114,            0.010711
                 312,            0.026208,           0.0088683,            0.011212,             0.99879,                   1,             0.99518,             0.81605,            0.013734,           0.0039444,           0.0030228,           0.0042031,           0.0042031,            0.010403
                 313,             0.02801,           0.0084702,           0.0063403,             0.99911,                   1,             0.99521,             0.79214,            0.012411,           0.0039371,           0.0028738,           0.0041947,           0.0041947,            0.010095
                 314,             0.03013,            0.010156,             0.01382,             0.99911,                   1,             0.99521,             0.79214,            0.012411,           0.0039371,           0.0028738,           0.0041862,           0.0041862,           0.0097862
                 315,            0.028142,           0.0078922,            0.014275,             0.99124,             0.99967,             0.99521,             0.76492,            0.011874,           0.0039469,           0.0028523,           0.0041776,           0.0041776,           0.0094776
                 316,             0.02902,            0.009227,           0.0075536,             0.99992,                   1,             0.99519,             0.83784,            0.011835,            0.003871,           0.0028785,            0.004169,            0.004169,            0.009169
                 317,            0.026783,            0.009198,           0.0083373,             0.99914,                   1,             0.99519,             0.75183,            0.014858,           0.0038813,           0.0027422,           0.0041602,           0.0041602,           0.0088602
                 318,            0.030322,           0.0098506,           0.0074114,             0.99914,                   1,             0.99519,             0.75183,            0.014858,           0.0038813,           0.0027422,           0.0041514,           0.0041514,           0.0085514
                 319,            0.027648,           0.0072878,           0.0055925,             0.99935,                   1,             0.99519,             0.71909,            0.015547,           0.0038895,           0.0027462,           0.0041426,           0.0041426,           0.0082426
                 320,            0.024618,           0.0063336,           0.0065301,             0.99881,                   1,             0.99518,             0.84777,             0.01003,           0.0036506,           0.0028922,           0.0041336,           0.0041336,           0.0079336
                 321,            0.025896,           0.0076048,           0.0070502,             0.99886,                   1,              0.9952,             0.70423,            0.015495,           0.0039452,             0.00284,           0.0041246,           0.0041246,           0.0076246
                 322,            0.029372,           0.0097363,           0.0071005,             0.99886,                   1,              0.9952,             0.70423,            0.015495,           0.0039452,             0.00284,           0.0041155,           0.0041155,           0.0073155
